name,Negative3_0605,NegativeSab_0905,Negative_0705,Negative_0805,Negative_1305,Negative_2504,Negcontrole_librrun,PEDI00208_Rand,PEDI00209_Rand,PEDI00210_Rand,PEDI00211_Rand,PEDI00212_Rand,PEDI00213_Rand,PEDI00214_Rand,PEDI00216_Rand,PEDI00217_Rand,PEDI00218_Rand,PEDI00221_Rand,PEDI00232_Rand,PEDI00237_Rand,PEDI00238_Rand,PEDI00239_Rand,PEDI00240_Rand,PEDI00241_Rand,PEDI00242_Rand,PEDI00243_Rand,PEDI00244_Rand,PEDI00245_Rand,PEDI00246_Rand,PEDI00247_Rand,PEDI00248_Rand,PEDI00249_Rand,PEDI00250_Rand,PEDI00251_Rand,PEDI00252_Rand,PEDI00257_Rand,PEDI00261_Rand,PEDI00264_Rand,PEDI00268_Rand,PEDI00270_Rand,PEDI01152_Rand,PEDI01153_Rand,PEDI01154_Rand,PEDI01160_Rand,PEDI01161_Rand,PEDI01162_Rand,PEDI01163_Rand,PEDI01164_Rand,PEDI01165_Rand,PEDI01167_Rand,PEDI01169_Rand,PEDI01172_Rand,PEDI01174_Rand,PEDI01178_Rand,PEDI01181_Rand,PEDI01183_Rand,PEDI01184_Rand,PEDI01185_Rand,PEDI01187_Rand,PEDI01189_Rand,PEDI01192_Rand,PEDI01193_Rand,PEDI01195_Rand,PEDI01196_Rand,PEDI01197_Rand,PEDI01198_Rand,PEDI01199_Rand,PEDI01200_Rand,PEDI01201_Rand,PEDI01202_Rand,PEDI01203_Rand,PEDI01204_Rand,PEDI01206_Rand,PEDI01207_Rand,PEDI01208_Rand,PEDI01209_Rand,PEDI01210_Rand,PEDI01212_Rand,PEDI01213_Rand,PEDI01214_Rand,PEDI01215_Rand,PEDI01216_Rand,PEDI02946_Rand,PEDI02947_Rand,PEDI02949_Rand,PEDI02951_Rand,PEDI02958_Rand,PEDI02963_Rand,PEDI02964_Rand,PEDI02966_Rand,PEDI02991_Rand,PEDI02994_Rand,PEDI02995_Rand,PEDI02999_Rand,PEDI03000_Rand,Positive_1305
CAG-475 sp900550915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,24,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900545835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,616,0,388,0,494,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,297,0,1244
Blautia_A sp003477525,0,0,0,0,0,0,0,12,0,0,0,23,0,0,0,0,32189,14,0,0,0,0,0,0,105,0,0,0,89,2543,0,0,0,54,21,0,54412,0,1761,0,405,42,10476,0,0,43,0,0,7652,92,0,0,162,487,0,0,0,195,0,617,0,0,0,60,0,196,0,0,0,0,0,0,21,39,0,0,293,0,199,227,0,3580,96,0,0,0,0,0,0,0,53,16,301,88,0,45340
KLE1615 sp900066985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6255,0,0,0,0,0,0,0,0,0,0,0,25,2064,0,0,0,29,0,21,16906,0,1242,0,534,66,5801,0,0,339,16,0,1783,22,0,0,12,54,0,0,0,0,11,3520,0,177,12,11,0,659,0,0,0,0,0,0,31,0,0,0,52,0,165,35,0,2708,0,0,0,0,11,0,0,0,52,0,0,0,0,152029
Collinsella sp900541245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,59,0,0,114,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,597
Anaerosacchariphilus sp900066385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17278,0,0,0,0,0,0,0,0,0,0,0,19,368,0,0,0,68,0,0,9892,0,846,0,1005,0,1390,0,0,18,0,0,9916,89,0,0,99,79,0,0,0,11,0,75,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,738,0,0,0,0,0,0,0,0,14,0,0,0,0,5866
Butyrivibrio_A sp900771195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,14,0,15,0,27,0,34,0,0,42,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,18
Collinsella sp900545905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,89,0,281,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,127
Cellulomonas massiliensis,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,11,0,0,0,0,14,0,0,0,125,0,0,18,10,31,20,0,165,800,0,0,10,0,0,0,0,0,0,195,0,23,18,10,0,0,0,0,0,0,0,0,0,25,0,0,0,0,23,11,0,90,0,0,0,0,0,0,0,0,0,0,0,155,0,12
Mediterraneibacter sp900555215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,19,0,0,0,11,21,0,0,0,0,0,0,647,0,29,0,33,0,44,0,0,0,0,0,67,303,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,167
UBA636 sp900546285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,15,0,0,22,0,16,0,49,0,348,0,38,0,0,0,14,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0,20,0,0,0,0,0,0,0,0,11,0,0,0,0,39
Caulobacter sp903900155,0,0,0,0,0,0,0,0,0,0,10,255,0,10,0,0,0,0,0,0,0,0,0,0,377,0,0,12,0,15,0,65,0,25,12,0,182,0,77,0,47,0,67,105,78,11,0,0,83,10380,0,0,17,25,0,0,0,13,0,790,0,0,38,0,0,0,0,0,0,18,0,30,0,0,0,0,0,0,26,12,0,44,13,0,12,10,15,0,0,0,19,0,0,86,0,0
UMGS973 sp900547295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,10,0,0,19,0,127,0,57,0,107,0,0,0,0,0,142,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,28,0,0,0,0,72
UBA7173 sp900768685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,22,0,0,0,0,0,23,0,34,0,0,142,0,0,22,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,11,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,14
UBA9475 sp900549885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,619,0,210,0,162,0,441,0,0,0,0,0,88,17,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,1269
CAG-1427 sp900542525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,11,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Fusobacterium_A mortiferum,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,45,0,0,0,21,0,0,12,0,21,0,75,0,0,10,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,15,0,0,983,0,0,0,25,0,17,0,53,0,0,0,0,0,0,1542,0,20,0,23,0,0,0,0,0,0,0,0,0,0,68
UMGS929 sp900546875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,49,0,0,0,12,0,0,0,0,0,14,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faecalicoccus sp900546545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,32,0,0,0,0,78,0,0,0,223,0,0,54,0,19,0,74,0,127,0,35,0,0,0,69,30,0,0,34,0,0,0,0,78,0,125,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,133,0,0,0,0,52,20,16,0,0,20,32,0,0,28,0,0,0,0,214
Pseudescherichia vulneris,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,122,0,0,0,0,0,16,0,1327,0,0,0,46,0,0,0,0,0,21,0,22,0,1934,0,375,0,0,148,0,66,0,0,376,875,0,0,0,0,0,0,0,0,0,49,0,16,0,0,0,0,0,653,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0,0,0,0,0,0,0,0,0,0,0,201,0,0
Sutterella sp900764215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,18,0,0,0,0,0,0,412,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerococcus sp900551095,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,36,0,0,0,0,32,0,323,0,19,0,4535,55,79760,0,0,0,11067,60,17,501,954,59,20,36827,287,6763,30,3444,10,2308,0,33,131,89,0,1357,6059,0,13,0,1050,0,173,24,0,395,1023,17,0,695,0,0,6207,0,65,45,3861,14,10,11135,0,15,30,0,1909,215,2866,0,0,179,12036,0,0,573,0,7211,0,0,0
CAG-495 sp000436375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
Phocaeicola sp900066455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,18,0,0,37980,0,0,0,1563,0,1488,0,0,2797,0,0,9122,16,0,0,0,0,0,0,0,105,0,897,0,25,0,0,0,26,0,1548,0,0,0,0,0,0,0,0,26,0,1010,0,0,3609,0,0,0,0,0,0,0,0,0,0,0,150,0,1848
Collinsella sp900542825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,135,0,390,0,0,0,0,0,229,0,0,0,0,0,0,0,0,25,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,17,0,0,0,0,0,0,0,0,0,0,0,0,496,0,89
Peptostreptococcus sp900759325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,21,0,0,0,54,0,61,0,0,0,102,0,0,24,0,0,0,304,10,85,215,0,44,25,0,0,0,0,0,96,64,0,0,0,36,0,91,0,0,141,13,0,0,0,0,0,30,0,0,40,69,0,0,28,0,0,0,0,38,208,24,0,0,131,71,0,0,20,0,184,0,0,24
CAG-977 sp900553035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,11,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butyrivibrio_A crossotus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,65,0,0,198,0,125,0,414,0,554,0,0,0,10,0,737,0,0,0,0,31,0,0,0,0,0,506,0,0,135,0,0,30,0,0,0,0,0,0,0,13,0,0,26,0,0,0,0,120,0,0,0,0,0,0,0,0,33,0,0,13,0,1525
Haloferax massiliensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,16,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus pseudopneumoniae_O,0,0,0,0,0,0,0,43,0,0,0,2955,0,0,0,0,239,0,0,0,0,0,0,0,1875,0,0,11,18,40,0,0,0,0,925,0,188,0,1699,0,412,0,405,680,1408,233,24,0,46,484,0,0,842,30,0,0,0,0,0,143,0,94,13,0,0,0,0,49,0,54,0,15,119,0,0,0,1455,0,0,13,0,267,0,0,0,18,22,0,0,0,48,0,0,628,0,341
UBA7182 sp003481535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52866,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,75,0,0,4316,0,1549,0,1370,17,896,0,46,21,43,0,19407,0,0,0,22,42,0,0,0,0,0,266,0,0,0,0,0,75,0,0,0,65,0,0,0,34,0,0,62,0,105,12,0,597,0,0,0,0,0,0,0,0,44,0,18,34,0,7667
UBA7001 sp900553685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,15,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruminococcus sp002438605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,20,0,0,104,0,13,0,51,0,22,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,15,0,0,0,0,25
Bacillus_A thuringiensis_S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,255,0,0,0,0,25,0,0,0,0,0,0,75,0,19,0,20,0,52,0,0,53,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,0,0
CAG-127 sp900553925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11335,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1123,0,63,0,27,0,19,0,0,0,0,0,93,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,20,0,12,0,0,457
Prevotellamassilia sp004557035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,128,0,0,0,57,0,74,0,0,0,0,0,65,72,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Collinsella sp900556365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,367,0,0,0,51,0,0,0,0,23,0,0,459,0,101,0,37,0,236,0,0,67,0,0,245,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,200,0,470
Corynebacterium glucuronolyticum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,113,0,140,0,18,0,16,0,0,0,111,0,0,15,0,0,76,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,585,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0
HGM10818 sp900772445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,19,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-1427 sp900551155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weissella paramesenteroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,4506,0,0,0,0,10,0,0,0,24,0,0,647,0,11,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,15,0,0
UMGS1384 sp900551265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,11,0,19,0,0,0,0,0,0,0,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,57
CAG-1000 sp900556025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Massilimaliae timonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,896,0,24,0,387,0,14,0,0,0,0,0,62,95,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,718
RUG11247 sp902767315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,19,0,0,0,10,0,0,17,0,0,0,217,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
CAG-177 sp900770255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,13,0,0,0,0,20,0,0,0,13,0,0,13,0,0,0,33,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Blautia_A sp900066145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82809,0,0,0,0,0,0,0,15225,0,0,0,11,1531,0,0,0,173,0,0,48667,0,3698,26,608,18,2424,0,23,46,0,0,3265,0,0,0,33,693,0,0,0,87,0,287,0,0,0,51,0,80,0,0,0,0,0,0,0,30,0,0,115,0,50,26,0,964,15,0,24,0,0,25,0,0,64,15,38,62,0,15328
UBA11963 sp900552975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0,0,0,2367,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paenibacillus_A phocaensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,32,0,25,0,17,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-485 sp900760885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,12,0,0,60,0,0,18,153,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phytobacter ursingii,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,615,0,0,0,0,0,0,0,57006,0,0,0,98,28,0,32,0,19,277,0,205,0,133,0,951,0,34,3063,46,1726,0,0,4642,5752,0,0,24,0,0,0,0,13,0,508,0,171,27,0,0,0,0,2454,0,0,0,60,43,21,0,0,0,0,0,0,17,537,0,0,0,0,0,0,0,0,0,0,0,285,0,0
Phascolarctobacterium_A sp900552005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mixta calida,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,40,0,0,0,0,0,0,0,273,0,0,0,0,0,0,10,0,0,0,0,35,0,40,11,98,0,15,53,12,286,0,0,200,2350,0,0,0,0,0,0,0,0,0,162,0,23,0,0,0,0,0,112,342,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,19,0,0
Corynebacterium sp902373425,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,33,22,0,0,453,0,0,33,0,0,0,0,19,0,67,0,0,0,0,0,0,0,0,0,0,0,0,1433,0,0,0,0,0,0,67,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
Enterobacter cancerogenus,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,45,0,0,0,0,0,25,0,781,0,0,0,10,0,0,0,0,0,65,0,46,0,163,0,109,0,12,131,0,189,0,0,1063,1403,0,0,0,0,0,0,0,16,0,190,0,59,0,0,0,0,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,94,0,14
Ruthenibacterium sp900546885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18263,0,46,0,113,0,11,0,0,16,0,0,0,213,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683
Coprococcus sp900548315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,38,0,0,0,240,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2694
HGM11616 sp900761075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,137,0,15,0,147,0,0,74,0,0,15,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619
Christensenella minuta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,434,0,21,0,58,0,19,0,0,0,0,0,350,134,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
Fusobacterium nucleatum_E,0,0,0,0,0,0,0,0,0,0,0,1201,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,12,24,0,0,0,108,20,0,1032,0,37,29,717,0,330,0,17,85,0,0,639,0,0,0,0,23,0,0,0,10,0,115,0,0,33,0,0,0,0,50,0,0,0,0,20,0,0,0,31,0,0,0,11,84,0,0,0,0,0,0,0,0,0,0,14,22,0,166
CAG-110 sp003525905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,11,0,0,0,0,0,0,49,0,0,0,0,25,0,0,0,0,0,0,749,0,35,0,0,13,12,0,0,0,0,0,133,0,0,0,0,576,0,0,0,0,0,10,0,0,0,0,0,36,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,16,0,0,0,0,5432
UMGS1707 sp900554285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
